,name,address,borough,cuisine,phone,critical_flag,latitude,longitude,qualify_alcohol,seating_interest
30168,bricolage,"162 5 avenue, brooklyn, ny",brooklyn,southeast asian,7182301835,critical,40.677870254227,-73.979478873356,yes,both
30169,the tailor public house,"505 8 avenue, manhattan, ny",manhattan,american,2014172596,critical,40.753040093481005,-73.99284989425901,yes,both
30328,cadence ii,"122 east    7 street, manhattan, ny",manhattan,,2127772017,not applicable,40.726305231192995,-73.98417941084,no,roadway
30329,lakay venus restaurant,"637 rogers avenue, brooklyn, ny",brooklyn,caribbean,7182874949,critical,40.655909731087,-73.953024598008,no,both
30532,la bella vita,"163 mulberry street, manhattan, ny",manhattan,italian,2127758484,not critical,40.719746293725,-73.99714283495999,yes,both
30533,yun's best kitchen,"4570 kissena blvd, queens, ny",queens,chinese,6465933399,not critical,40.750773593716005,-73.819304354815,yes,sidewalk
30735,ora di pasta,"1 west   58 street, manhattan, ny",manhattan,italian,6467553013,critical,40.764085135107,-73.974488536197,no,both
30910,anarkali indian food,"1125 church avenue, brooklyn, ny",brooklyn,indian,7182822200,critical,40.647101686243,-73.969030758504,no,sidewalk
31127,ming garden chinese,"7068 kissena blvd, queens, ny",queens,chinese,7185206706,not critical,40.730203054244,-73.815081133891,no,roadway
31264,great jones juice bar,"29 great jones street, manhattan, ny",manhattan,"juice, smoothies, fruit salads",2125053185,critical,40.726981323362004,-73.99303670515,yes,both
31418,beijing,"551 woodward avenue, queens, ny",queens,chinese,7183864588,critical,40.706969162831,-73.909201456932,yes,both
31642,franchia,"12 park avenue, manhattan, ny",manhattan,vegetarian,2122131001,not critical,40.747412001006,-73.981106698925,yes,sidewalk
31644,36 cafe corp,"1257 36 street, brooklyn, ny",brooklyn,mexican,6466269369,not critical,40.642754461932,-73.985384800302,no,both
31809,1 darbar,"152 east   46 street, manhattan, ny",manhattan,indian,2126814500,not critical,40.75369875013,-73.973528825467,yes,roadway
31814,the coffee club,"9526 4 avenue, brooklyn, ny",brooklyn,coffee/tea,7185673953,not critical,40.615596980304,-74.031285941951,yes,both
32016,i.o. cafe,"793 fairview avenue, queens, ny",queens,polish,7184561207,critical,40.704704666706,-73.902445566311,no,sidewalk
32033,churutto ramen & poke,"1534 3 avenue, manhattan, ny",manhattan,japanese,2128288809,not critical,40.779026630323,-73.953843708769,yes,both
32266,bluestone lane,"19 kenmare street, manhattan, ny",manhattan,australian,6463218563,critical,40.720533954323,-73.994682435308,yes,both
32267,amor cubano,"2018 3 avenue, manhattan, ny",manhattan,latin american,2129961220,not critical,40.794661070654996,-73.942427370666,yes,both
32428,cooler runnings jamaican restaurant,"1802 nereid avenue, bronx, ny",bronx,caribbean,7183247484,critical,40.898304301170995,-73.850292379808,yes,sidewalk
32648,earth food,"20509 hollis ave, queens, ny",queens,,9178051504,not applicable,40.707015412933,-73.752584872501,no,sidewalk
32868,el sazon de olga restaurant,"1017 castle hill avenue, bronx, ny",bronx,latin american,3476570955,critical,40.82799227235,-73.850133206865,yes,sidewalk
32876,grandma's original pizzeria,"6918 3 avenue, brooklyn, ny",brooklyn,pizza,7188334646,not critical,40.63549246291,-74.02614307328399,yes,both
33078,ronald pitusa bakery,"1812 white plains road, bronx, ny",bronx,bakery products/desserts,7188286917,critical,40.845754232649,-73.86630360352,no,both
33187,new york comedy club,"241 east   24 street, manhattan, ny",manhattan,american,2126965233,not critical,40.738785189454,-73.98096842049699,yes,both
33189,wo kai chinese restaurant,"1391 webster avenue, bronx, ny",bronx,chinese,7189921842,critical,40.83606194573,-73.90750677340701,yes,both
33414,taste & sabor restaurant,"318 west  231 street, bronx, ny",bronx,fusion,7187087777,not critical,40.881106892253,-73.908948255927,yes,both
33617,key bar,"432 east   13 street, manhattan, ny",manhattan,american,2124783021,critical,40.73028760212,-73.982237301472,yes,both
33786,mashallah grill,"2004 bath avenue, brooklyn, ny",brooklyn,middle eastern,7188750631,not critical,40.601300912046,-74.001364819603,no,sidewalk
33787,gem,"110 forsyth street, manhattan, ny",manhattan,american,9174733223,critical,40.718963828349,-73.992546927512,yes,sidewalk
33788,bedlam,"40 avenue c, manhattan, ny",manhattan,american,2122281049,not critical,40.721863624186,-73.98045377018501,yes,both
33996,taco bell cantina,"491 nostrand avenue, brooklyn, ny",brooklyn,tex-mex,7184844279,critical,40.680556373805,-73.949585641291,no,sidewalk
34119,henry's,"718 5 avenue, brooklyn, ny",brooklyn,,9176602217,not applicable,40.660423405673,-73.994391691969,yes,both
34322,subway,"1269 1 avenue, manhattan, ny",manhattan,sandwiches,2126286358,not critical,40.765499211457,-73.957690570834,no,sidewalk
34536,pret a manger,"787 seventh avenue, manhattan, ny",manhattan,soups/salads/sandwiches,2122622328,critical,40.761948488597,-73.982622296463,no,sidewalk
34551,bonchon,"4537 bell boulevard, queens, ny",queens,korean,7182251010,critical,40.75924653805,-73.76875645899399,yes,both
34762,halftime grill,"2112 flatbush avenue, brooklyn, ny",brooklyn,jewish/kosher,7187596688,not critical,40.618378143797,-73.932242169465,no,roadway
34981,tap-a-keg,"2731 broadway, manhattan, ny",manhattan,american,2127491734,critical,40.800190758375,-73.968081567887,yes,sidewalk
34982,fever tropical cuisine,"4164a white plains road, bronx, ny",bronx,caribbean,3476025775,not critical,40.892489606156,-73.857861329409,no,both
35225,black star bakery & cafe,"210 50th ave, queens, ny",queens,coffee/tea,7184339189,critical,40.743478150451004,-73.958097970834,no,sidewalk
35226,taqueria los jarritos,"121a nagle avenue, manhattan, ny",manhattan,spanish,2127402496,not critical,40.860745675104,-73.927023373399,yes,roadway
35345,kings county cafeteria,"8268 164th st, queens, ny",queens,american,7189266224,not critical,40.717242076559,-73.803432850281,yes,both
35553,jiang china king,"1759 lexington avenue, manhattan, ny",manhattan,chinese,2124102838,not critical,40.794220339992,-73.944818621643,no,roadway
35712,sam's restaurant,"596 grand concourse, bronx, ny",bronx,soul food,7186655341,critical,40.819744610285,-73.92673972882599,no,sidewalk
35869,westville bakery,"433 east    9 street, manhattan, ny",manhattan,coffee/tea,3476187222,critical,40.727510051844,-73.983251879636,no,roadway
36014,shanghai mong,"30 west   32 street, manhattan, ny",manhattan,korean,2126296450,not critical,40.74775590996,-73.98695326895,yes,roadway
36021,quijote,"3106 36 avenue, queens, ny",queens,latin american,9293076007,critical,40.756496334061,-73.929603336335,yes,sidewalk
36157,amici ristorante,"165 mulberry street, manhattan, ny",manhattan,italian,3474696696,critical,40.719828635939,-73.997110363591,yes,both
36158,east meets west chinese restaurant,"161-30 cross bay boulevard, queens, ny",queens,chinese,7183230600,critical,40.655213242195,-73.838907042825,no,sidewalk
36369,cafe rochelle,"940 manhattan avenue, brooklyn, ny",brooklyn,coffee/tea,7183492700,critical,40.731366858083,-73.95444332995599,yes,both
36570,mulata grill,"180 irving avenue, brooklyn, ny",brooklyn,peruvian,7184430787,critical,40.701753355061996,-73.919216780965,yes,both
36790,delicias calenas #4,"9418 sutphin blvd, queens, ny",queens,spanish,7182062262,not critical,40.698835881305,-73.806826859469,yes,sidewalk
37005,subway,"3401 francis lewis blvd, queens, ny",queens,sandwiches,7183591700,critical,40.765945241321,-73.789487318599,yes,sidewalk
37055,baro,"34 west   32 street, manhattan, ny",manhattan,korean,2127360029,critical,40.747819056202005,-73.98710122790101,yes,both
37056,j & m kellys jamaican & american restaurant,"11823 guy r brewer blvd, queens, ny",queens,caribbean,7187495406,critical,40.683119285589,-73.782329567189,no,sidewalk
37272,el patio mexicano restaurant,"3764 broadway, manhattan, ny",manhattan,mexican,2129399797,critical,40.833717357284996,-73.945114587014,yes,both
37404,the wolfhound,"3814 30th ave, queens, ny",queens,american,7182042111,not critical,40.764194224344,-73.915667982156,yes,both
37405,city college: marshak,"160 convent avenue, manhattan, ny",manhattan,coffee/tea,9172137646,not critical,40.819189024738,-73.950220866357,yes,roadway
37647,white castle,"931 westchester avenue, bronx, ny",bronx,hamburgers,7185422101,not critical,40.821860285623,-73.897377416365,yes,sidewalk
37867,niuddo,"41-42 main street, queens, ny",queens,chinese,9176752891,not critical,40.757087646533996,-73.828971634313,no,sidewalk
38071,our village roti shop,"21161 jamaica avenue, queens, ny",queens,caribbean,7187401011,critical,40.715524420692,-73.747632784431,no,both
38211,marios homemade cuisine,"699 east  187 street, bronx, ny",bronx,pizza,7182952600,critical,40.854183889743,-73.88455607136599,yes,both
38415,los hermanos salazar restaurant,"645 courtlandt avenue, bronx, ny",bronx,mexican,9174718320,critical,40.818888183423,-73.91849236021301,no,both
38639,home garden,"1806 crotona avenue, bronx, ny",bronx,chinese,7189013688,not critical,40.842963670736,-73.89334738398,yes,both
38854,hop lee kitchen,"992 manhattan avenue, brooklyn, ny",brooklyn,chinese,7183894756,critical,40.732873832445,-73.954691264639,yes,both
39066,212 steakhouse,"316 east   53 street, manhattan, ny",manhattan,steakhouse,2128580646,critical,40.756482854135,-73.966532447413,yes,both
39071,mad dog & beans,"83 pearl street, manhattan, ny",manhattan,mexican,2122691177,not critical,40.704048544616,-74.010152800983,yes,both
39072,famous pizza park,"263 avenue u, brooklyn, ny",brooklyn,pizza,7183721709,critical,40.596848764191996,-73.974426648627,no,sidewalk
39295,bonafide cafe & deli,"118 kane street, brooklyn, ny",brooklyn,sandwiches,5164676286,not critical,40.687091788582,-73.999426684455,no,both
39499,falafel off the korner,"1675 east    2 street, brooklyn, ny",brooklyn,jewish/kosher,7186274122,not critical,40.60849702708,-73.971821888576,yes,sidewalk
39711,subway,"3419 broadway, manhattan, ny",manhattan,sandwiches,6465481210,not critical,40.822547135229,-73.953293115451,no,both
39713,k-show,"13620 38th ave, queens, ny",queens,chinese,7183211666,critical,40.760954215526,-73.83027923695501,no,both
39960,marie's,"5 hyatt street, staten island, ny",staten island,italian,7184425100,not critical,40.64217258657,-74.076610226599,yes,sidewalk
40095,mercer kitchen,"99 prince street, manhattan, ny",manhattan,american,2129665454,not critical,40.724802185202996,-73.998921265899,yes,sidewalk
40230,oxford cafe,"109 east   59 street, manhattan, ny",manhattan,sandwiches,2127501060,not critical,40.762675786745,-73.969236723102,yes,roadway
40433,l.q. palace (ktv karaoke),"4116 fuller pl, queens, ny",queens,chinese,2123003888,critical,40.755095821061,-73.835195867879,yes,roadway
40646,new sushi tatsu,"609 franklin avenue, brooklyn, ny",brooklyn,japanese,7183988828,not critical,40.677682268251,-73.955424718804,yes,both
40892,3 sisters' & shanta's restaurant & bakery,"10704 liberty avenue, queens, ny",queens,caribbean,7188453570,critical,40.683340880302,-73.834432836143,yes,sidewalk
41135,carvel,"189 beach  116 street, queens, ny",queens,frozen desserts,7189455877,critical,40.579426905018,-73.836995383062,no,both
41137,frame,"552 7 avenue, manhattan, ny",manhattan,sandwiches,2127190111,critical,40.754508142782996,-73.988070862027,no,both
41276,dunkin,"2605 francis lewis boulevard, queens, ny",queens,donuts,7182253040,critical,40.772625268685005,-73.79515252824099,yes,sidewalk
41326,"dunkin',' baskin robbins","1225 1 avenue, manhattan, ny",manhattan,donuts,2127345465,critical,40.764129940695,-73.958687788924,no,sidewalk
41551,salem jamaican restaurant,"751b east gun hill road, bronx, ny",bronx,caribbean,7186762575,critical,40.876596781574,-73.863952368383,yes,both
41552,oramen,"579 avenue of the americas, manhattan, ny",manhattan,japanese,6469985754,critical,40.738871776828,-73.995745494627,no,sidewalk
41574,maharaja quality sweets,"7310 37 avenue, queens, ny",queens,indian,7185052680,critical,40.748870067683,-73.892495269925,no,roadway
41780,keur coumba restaurant,"125 west  116 street, manhattan, ny",manhattan,african,2128663900,critical,40.802413304771,-73.950601887246,no,sidewalk
41781,hot space szechwan restaurant,"774 51 street, brooklyn, ny",brooklyn,chinese,7189808801,not critical,40.640875116136996,-74.004853579218,yes,both
41782,moon & flower house,"4026 union st, queens, ny",queens,sandwiches,7188867885,not critical,40.759732146684996,-73.826178119625,no,both
42000,pennylane coffee,"305 east   45 street, manhattan, ny",manhattan,coffee/tea,9177975133,not critical,40.751576281339,-73.970382395507,yes,roadway
42222,dunkin,"850 8 avenue, manhattan, ny",manhattan,donuts,2128052723,critical,40.763079729782,-73.985509910435,no,sidewalk
42424,cocoa grinder,"1618 avenue m, brooklyn, ny",brooklyn,coffee/tea,7189960324,not critical,40.618127292078,-73.958836132208,no,both
42435,mcdonald's,"4018 main street, queens, ny",queens,hamburgers,7189391881,critical,40.759120201969,-73.82993378926099,no,sidewalk
42619,peter's island cafe,"1 cross island plaza, queens, ny",queens,american,7187231925,not critical,40.673713970673,-73.732279081619,yes,both
42820,acapulco deli & restaurant,"1116 manhattan avenue, brooklyn, ny",brooklyn,mexican,7183498429,not critical,40.736678320215,-73.955312929879,yes,both
43065,pak lahori chilli,"1026 coney island avenue, brooklyn, ny",brooklyn,indian,7188591400,critical,40.632652556679,-73.966893820243,no,both
43302,china dragon,"1615 church avenue, brooklyn, ny",brooklyn,chinese,7188568656,critical,40.648813169695,-73.964676713519,no,sidewalk
43543,kinanm lounge,"856 atlantic avenue, brooklyn, ny",brooklyn,caribbean,3474050500,critical,40.681580941498,-73.966721612452,yes,both
43760,the assembly bar,"7302 cooper avenue, queens, ny",queens,american,7188219359,critical,40.704073519705,-73.876925603865,yes,both
44016,koronet pizza,"2848 broadway, manhattan, ny",manhattan,pizza,2122221566,critical,40.80453796204,-73.96641066420399,yes,both
44017,asian gourmet,"5711 main st, queens, ny",queens,asian/asian fusion,7183212226,not critical,40.746172888762004,-73.82610175548,no,sidewalk
44228,el sol de mexico deli grocery,"9509 sutphin boulevard, queens, ny",queens,mexican,7186580231,critical,40.69822846689,-73.806341766055,yes,both
44430,au bon pain,"nka jfk international airport, queens, ny",queens,soups/salads/sandwiches,7189176430,not critical,40.648312826068,-73.788281497594,yes,roadway
44649,"hyatt house new york, chelsea","815 avenue of the americas, manhattan, ny",manhattan,american,2125130001,not critical,40.746230190264,-73.99073577079001,yes,both
44668,sohna punjab,"11710 atlantic ave, queens, ny",queens,indian,7188506221,critical,40.693629335513,-73.829513684519,yes,sidewalk
44876,mk karaoke,"11 west   32 street, manhattan, ny",manhattan,korean,2125643436,critical,40.747407223937,-73.986090778063,yes,both
45019,wendy's,"420 86 street, brooklyn, ny",brooklyn,american,7188333034,not critical,40.622448859913995,-74.027809389901,yes,sidewalk
45235,boston pizza,"3705 broadway, queens, ny",queens,pizza,7185456001,critical,40.759657806519,-73.9204493852,no,sidewalk
45441,barano,"26 broadway, brooklyn, ny",brooklyn,italian,3472970013,critical,40.710744505661005,-73.967973068463,yes,both
45442,long xin chinese kitchen,"1687 boston road, bronx, ny",bronx,chinese,7188422568,not critical,40.836509626138,-73.889216252058,no,both
45675,victor bar and restaurant,"6701 forest ave, queens, ny",queens,eastern european,3476085313,critical,40.704330811591,-73.90178248337,yes,roadway
45900,mikado bistro,"525 6 avenue, manhattan, ny",manhattan,japanese,2122559981,critical,40.737205743859,-73.996958050887,no,both
