,qualify_alcohol,seating_interest,address,id
7495,yes,sidewalk,"7  east 47th street, manhattan, ny",7495
7496,yes,both,"95 stanton street, manhattan, ny",7496
7497,no,roadway,"3223 junction blvd, queens, ny",7497
7498,yes,sidewalk,"196  second ave, manhattan, ny",7498
7499,no,both,"8503 3rd avenue , brooklyn, ny",7499
7500,no,both,"254 s 2nd, brooklyn, ny",7500
7501,yes,sidewalk,"136 east 174th street , bronx, ny",7501
7502,no,both,"3652  bailey ave, bronx, ny",7502
7503,no,sidewalk,"471 5th ave, brooklyn, ny",7503
7504,yes,sidewalk,"1308 madison ave, manhattan, ny",7504
7505,yes,both,"136 greenpoint ave., brooklyn, ny",7505
7506,no,both,"42-20 bell boulevard, queens, ny",7506
7507,no,both,"101 north 8th street, brooklyn, ny",7507
7508,yes,roadway,"133 avenue c, manhattan, ny",7508
7509,no,roadway,"422 avenue p, brooklyn, ny",7509
7510,yes,both,"361 graham ave, brooklyn, ny",7510
7511,yes,sidewalk,"112 lincoln ave, bronx, ny",7511
7512,no,roadway,"96  saint marks pl, manhattan, ny",7512
7513,no,sidewalk,"994 broadway, brooklyn, ny",7513
7514,yes,roadway,"2 hope, brooklyn, ny",7514
7515,no,both,"315 5th avenue, manhattan, ny",7515
7516,yes,both,"988 manhattan ave, brooklyn, ny",7516
7517,yes,both,"52 7th avenue, brooklyn, ny",7517
7518,no,both,"107 university place , manhattan, ny",7518
7519,yes,sidewalk,"1146 nostrand ave, brooklyn, ny",7519
7520,yes,both,"424 amsterdam avenue, manhattan, ny",7520
7521,yes,sidewalk,"61 columbus avenue, manhattan, ny",7521
7522,yes,sidewalk,"196  lenox avenue, manhattan, ny",7522
7523,no,both,"32-16 broadway , queens, ny",7523
7524,no,sidewalk,"386 canal st, manhattan, ny",7524
7525,no,sidewalk,"445 albee square west, brooklyn, ny",7525
7526,no,both,"1123 quentin rd, brooklyn, ny",7526
7527,no,sidewalk,"740 broadway, manhattan, ny",7527
7528,no,sidewalk,"197-15  jamaica ave , queens, ny",7528
7529,no,sidewalk,"75 kenmare st. , manhattan, ny",7529
7530,no,both,"3223 junction blvd, queens, ny",7530
7531,yes,sidewalk,"560  5th ave, brooklyn, ny",7531
7532,no,both,"227-16 merrick blvd, queens, ny",7532
7533,yes,both,"108 east 4th st, manhattan, ny",7533
7534,no,both,"7609 5th ave, brooklyn, ny",7534
7535,yes,both,"202 west 49th street , manhattan, ny",7535
7536,yes,sidewalk,"76-21 woodside ave , queens, ny",7536
7537,no,both,"563  west 207th street, manhattan, ny",7537
7538,yes,roadway,"57  waterbury st , brooklyn, ny",7538
7539,no,both,"308 west 50th street , manhattan, ny",7539
7540,no,both,"6302 bay parkway, brooklyn, ny",7540
7541,no,both,"428 hudson street, manhattan, ny",7541
7542,yes,both,"561 myrtle avenue, brooklyn, ny",7542
7543,no,sidewalk,"2 park avenue, manhattan, ny",7543
7544,yes,both,"320 amsterdam avenue, manhattan, ny",7544
7545,yes,both,"34 34 west 35th street, manhattan, ny",7545
7546,yes,both,"163 allen street, manhattan, ny",7546
7547,yes,both,"143-145  west broadway, manhattan, ny",7547
7548,no,sidewalk,"1159 3 avenue, manhattan, ny",7548
7549,yes,both,"34-19 30th avenue, queens, ny",7549
7550,yes,sidewalk,"261  kings highway, brooklyn, ny",7550
7551,yes,sidewalk,"233 east 77th street, manhattan, ny",7551
7552,yes,both,"675a  seneca ave , queens, ny",7552
7553,yes,sidewalk,"87 south elliott place , brooklyn, ny",7553
7554,yes,both,"6 wyckoff avenue, brooklyn, ny",7554
7555,no,both,"712 60th st, brooklyn, ny",7555
7556,no,sidewalk,"5124  8th avenue, brooklyn, ny",7556
7557,no,both,"6201  11 ave , brooklyn, ny",7557
7558,yes,sidewalk,"50 starr, brooklyn, ny",7558
7559,no,both,"12036 queens blvd, queens, ny",7559
7560,yes,sidewalk,"1410 unionport road, bronx, ny",7560
7561,yes,both,"34-10  30th ave, queens, ny",7561
7562,yes,both,"21  waverly place, manhattan, ny",7562
7563,yes,both,"4  stuyvesant avenue, brooklyn, ny",7563
7564,yes,both,"383 third ave, manhattan, ny",7564
7565,yes,both,"37-18  28th ave, queens, ny",7565
7566,yes,both,"107 eldridge, manhattan, ny",7566
7567,yes,both,"42-31 bell boulevard, queens, ny",7567
7568,yes,both,"351  evergreen avenue, brooklyn, ny",7568
7569,yes,sidewalk,"234 flatbush avenue, brooklyn, ny",7569
7570,no,sidewalk,"400 bay st., staten island, ny",7570
7571,no,sidewalk,"153  east 106 street, manhattan, ny",7571
7572,yes,both,"28-08 steinway street, queens, ny",7572
7573,yes,roadway,"19  kenmare street, manhattan, ny",7573
7574,no,sidewalk,"57e 125th street, manhattan, ny",7574
7575,no,both,"162-54  crossbay blvd, queens, ny",7575
7576,yes,both,"148 mulberry , manhattan, ny",7576
7577,no,roadway,"288  8th ave, manhattan, ny",7577
7578,yes,sidewalk,"103 waverly place, manhattan, ny",7578
7579,yes,roadway,"545 e. 5th st., manhattan, ny",7579
7580,yes,both,"2587 steinway street, queens, ny",7580
7581,yes,both,"4292  katonah ave, bronx, ny",7581
7582,yes,both,"323 west 11th, manhattan, ny",7582
7583,yes,roadway,"206 sullivan , manhattan, ny",7583
7584,no,openstreets,"70-35 austin street, queens, ny",7584
7585,yes,both,"284  mulberry , manhattan, ny",7585
7586,no,sidewalk,"3 bay 25th st, brooklyn, ny",7586
7587,no,sidewalk,"75 -26 37 avenue jackson height, queens, ny",7587
7588,yes,both,"151 essex st, manhattan, ny",7588
7589,no,roadway,"1597 york avenue, manhattan, ny",7589
7590,no,both,"23 east   15 street, manhattan, ny",7590
7591,yes,both,"230 thompson st, manhattan, ny",7591
7592,no,sidewalk,"4626  kissena blvd, queens, ny",7592
7593,no,sidewalk,"53 5th ave, brooklyn, ny",7593
7594,no,both,"215 east broadway, manhattan, ny",7594
7595,yes,both,"138  north 8th, brooklyn, ny",7595
7596,no,both,"9008 avenue a, brooklyn, ny",7596
7597,no,both,"8102 rockaway blvd, queens, ny",7597
7598,no,both,"78 rockwell pl, brooklyn, ny",7598
7599,yes,roadway,"205 beach 116th street , queens, ny",7599
7600,yes,sidewalk,"138  e.34th street, manhattan, ny",7600
7601,yes,sidewalk,"c2 306 gold street , brooklyn, ny",7601
7602,yes,both,"317 100th st, brooklyn, ny",7602
7603,no,sidewalk,"133-32 226th street, queens, ny",7603
7604,no,both,"1048  woodycrest ave, bronx, ny",7604
7605,yes,both,"120 mulberry st, manhattan, ny",7605
7606,no,roadway,"71-30  main street, queens, ny",7606
7607,yes,roadway,"210 avenue of the americas, manhattan, ny",7607
7608,yes,roadway,"26-19 jackson avenue, queens, ny",7608
7609,yes,both,"10011 metropolitan avenue, queens, ny",7609
7610,no,sidewalk,"2051  2nd ave, manhattan, ny",7610
7611,yes,roadway,"82 berry st, brooklyn, ny",7611
7612,yes,sidewalk,"54 08 roosevelt ave, queens, ny",7612
7613,no,both,"688 washington avenue, brooklyn, ny",7613
7614,no,sidewalk,"300 morningstar rd, staten island, ny",7614
7615,yes,both,"97 south 6 street, brooklyn, ny",7615
7616,no,both,"535 hudson street, manhattan, ny",7616
7617,no,sidewalk,"1450 fulton st , brooklyn, ny",7617
7618,yes,sidewalk,"280 marsh avenue, staten island, ny",7618
7619,yes,sidewalk,"3920 broadway, manhattan, ny",7619
7620,no,sidewalk,"3662 broadway, manhattan, ny",7620
7621,yes,sidewalk,"265 neptune ave, brooklyn, ny",7621
7622,yes,sidewalk,"1191 1st avenue, manhattan, ny",7622
7623,no,sidewalk,"212-16 48th ave., queens, ny",7623
7624,yes,sidewalk,"299-301 graham avenue, brooklyn, ny",7624
7625,no,both,"25-50 steinway street, queens, ny",7625
7626,no,sidewalk,"170 w 23rd st, manhattan, ny",7626
7627,no,sidewalk,"7202 new utrecht ave, brooklyn, ny",7627
7628,no,both,"12 perry street, manhattan, ny",7628
7629,yes,both,"246 west 18th, manhattan, ny",7629
7630,no,both,"785  lexington avenu, manhattan, ny",7630
7631,yes,sidewalk,"965 1st avenue, manhattan, ny",7631
7632,yes,both,"53 irving place, manhattan, ny",7632
7633,no,both,"32 new dorp plaza, staten island, ny",7633
7634,no,sidewalk,"1617  2nd ave, manhattan, ny",7634
7635,no,both,"1294 3 avenue, manhattan, ny",7635
7636,yes,both,"200  5th avenue, manhattan, ny",7636
7637,yes,both,"134 nevins street, brooklyn, ny",7637
7638,yes,both,"1640 2nd ave, manhattan, ny",7638
7639,no,sidewalk,"171  ave u, brooklyn, ny",7639
7640,no,both,"23 ave a, manhattan, ny",7640
7641,no,both,"134 ludlow street, manhattan, ny",7641
7642,no,roadway,"251 east 13 street, manhattan, ny",7642
7643,yes,sidewalk,"15 24 college point blvd , queens, ny",7643
7644,no,both,"7814 roosevelt ave, queens, ny",7644
7645,no,sidewalk,"140 plymouth street, brooklyn, ny",7645
7646,yes,both,"1495 first ave, manhattan, ny",7646
7647,yes,both,"215  west 75 st, manhattan, ny",7647
7648,no,both,"7206 austin street, queens, ny",7648
7649,yes,both,"388 union ave , brooklyn, ny",7649
7650,no,sidewalk,"1440 broadway, manhattan, ny",7650
7651,yes,both,"142 w 72nd street, manhattan, ny",7651
7652,no,sidewalk,"3007 east tremont ave , bronx, ny",7652
7653,yes,both,"455 west 48th st, manhattan, ny",7653
7654,yes,both,"252-254  west 29th street , manhattan, ny",7654
7655,no,both,"462  avenue p, brooklyn, ny",7655
7656,yes,both,"161  west 72nd street , manhattan, ny",7656
7657,no,both,"372 lafayette street, manhattan, ny",7657
7658,yes,sidewalk,"285 west 12th street, manhattan, ny",7658
7659,yes,both,"236 underhill avenue, brooklyn, ny",7659
7660,no,sidewalk,"719 5 avenue, brooklyn, ny",7660
7661,yes,sidewalk,"1696  second avenue, manhattan, ny",7661
7662,no,both,"37-06 ditmars boulevard, queens, ny",7662
7663,yes,roadway,"34-02 broadway, queens, ny",7663
7664,yes,sidewalk,"4559 47th street, queens, ny",7664
7665,yes,sidewalk,"2072 white plains road, bronx, ny",7665
7666,yes,sidewalk,"727 grand st, brooklyn, ny",7666
7667,yes,sidewalk,"240 9th avenue, manhattan, ny",7667
7668,yes,sidewalk,"133 5th avenue, brooklyn, ny",7668
7669,no,both,"486 dekalb ave, brooklyn, ny",7669
7670,yes,both,"1066  2nd ave , manhattan, ny",7670
7671,yes,both,"665 amsterdam avenue, manhattan, ny",7671
7672,yes,both,"119w 45th st, manhattan, ny",7672
7673,yes,both,"2501 webster ave , bronx, ny",7673
7674,yes,both,"1065  avenue of the americas, manhattan, ny",7674
7675,yes,both,"316 court street, brooklyn, ny",7675
7676,yes,both,"61 withers street, brooklyn, ny",7676
7677,no,sidewalk,"189  columbus ave, manhattan, ny",7677
7678,yes,sidewalk,"77 saint marks place, manhattan, ny",7678
7679,no,both,"141 montague st, brooklyn, ny",7679
7680,yes,both,"244 mulberry st., manhattan, ny",7680
7681,no,both,"7701 5th ave, brooklyn, ny",7681
7682,no,sidewalk,"450 west 15th street, manhattan, ny",7682
7683,yes,both,"668 10th ave, manhattan, ny",7683
7684,yes,both,"85-09 northern blvd, queens, ny",7684
7685,yes,both,"3533  johnson avenue, bronx, ny",7685
7686,yes,roadway,"180 columbus ave, manhattan, ny",7686
7687,yes,both,"111 reade street, manhattan, ny",7687
7688,no,roadway,"433 east 9th, manhattan, ny",7688
7689,yes,sidewalk,"82 stanton street, manhattan, ny",7689
7690,no,both,"213 w 40th st, manhattan, ny",7690
7691,no,sidewalk,"95 church avenue, brooklyn, ny",7691
7692,yes,sidewalk,"4946 broadway, manhattan, ny",7692
7693,yes,roadway,"99  7th avenue, manhattan, ny",7693
7694,yes,both,"84 e 4 st, manhattan, ny",7694
7695,yes,roadway,"398 manhattan avenue, brooklyn, ny",7695
7696,no,sidewalk,"195  stanhope , brooklyn, ny",7696
7697,no,roadway,"95-19 rockaway beach blvd , queens, ny",7697
7698,no,sidewalk,"25  first ave, manhattan, ny",7698
7699,no,both,"596 meeker avenue, brooklyn, ny",7699
7700,no,both,"751 greene ave, brooklyn, ny",7700
7701,yes,both,"477  5th ave, brooklyn, ny",7701
7702,yes,sidewalk,"2662 broadway, manhattan, ny",7702
7703,yes,sidewalk,"174  avenue b, manhattan, ny",7703
7704,yes,both,"139/ 143/ new dorp lane, staten island, ny",7704
7705,yes,sidewalk,"1159 third avenue, manhattan, ny",7705
7706,yes,both,"45 orchard street, manhattan, ny",7706
7707,yes,both,"241 smith street, brooklyn, ny",7707
7708,yes,both,"23-44  steinway street, queens, ny",7708
7709,yes,both,"738  10th avenue, manhattan, ny",7709
7710,yes,sidewalk,"65-62 fresh meadow lane , queens, ny",7710
7711,yes,both,"246  east 51st street, manhattan, ny",7711
7712,yes,roadway,"442 amsterdam ave., manhattan, ny",7712
7713,no,both,"2338 coney island ave, brooklyn, ny",7713
7714,yes,both,"39-28 61st st, queens, ny",7714
7715,yes,sidewalk,"43 franklin st., brooklyn, ny",7715
7716,no,sidewalk,"603 e 186th street, bronx, ny",7716
7717,yes,sidewalk,"83-17  northen blvd , queens, ny",7717
7718,yes,both,"360 46th street, manhattan, ny",7718
7719,no,both,"6353  108 street , queens, ny",7719
7720,no,both,"373  broome street , manhattan, ny",7720
7721,yes,sidewalk,"175 lenox avenue, manhattan, ny",7721
7722,yes,both,"314 w. 53rd street, manhattan, ny",7722
7723,yes,both,"95-34 queens blvd, queens, ny",7723
7724,yes,both,"2795  frederick douglass blvd, manhattan, ny",7724
7725,yes,both,"55 east houston street, manhattan, ny",7725
7726,yes,sidewalk,"107-11 northern blvd, queens, ny",7726
7727,no,openstreets,"4021 5th ave , brooklyn, ny",7727
7728,no,sidewalk,"2519  40th avenue , queens, ny",7728
7729,yes,sidewalk,"59-93 fresh pond road, queens, ny",7729
7730,yes,roadway,"323 e  6th street , manhattan, ny",7730
7731,no,both,"96 saint marks place, manhattan, ny",7731
7732,no,both,"57 7th ave, brooklyn, ny",7732
7733,no,sidewalk,"348  bowery ave, manhattan, ny",7733
7734,no,sidewalk,"3601 boston road, bronx, ny",7734
7735,no,both,"186 knickerbocker avenue , brooklyn, ny",7735
7736,yes,sidewalk,"343 west broadway, manhattan, ny",7736
7737,no,sidewalk,"1844 amsterdam avenue , manhattan, ny",7737
7738,no,both,"723 3rd ave, manhattan, ny",7738
7739,yes,both,"28-55 36th street, queens, ny",7739
7740,no,both,"25-27  steinway street, queens, ny",7740
7741,yes,both,"10712 70 road, queens, ny",7741
7742,yes,sidewalk,"184 kent ave , brooklyn, ny",7742
7743,yes,sidewalk,"6819  3rd ave, brooklyn, ny",7743
7744,yes,both,"568 4th 568 4th ave brooklyn ny, brooklyn, ny",7744
7745,no,sidewalk,"670  east 187th street, bronx, ny",7745
7746,no,roadway,"4415  4th avenue, brooklyn, ny",7746
7747,yes,both,"3619 30th avenue , queens, ny",7747
7748,yes,sidewalk,"1630 2 avenue, manhattan, ny",7748
7749,no,both,"1542 fulton street, brooklyn, ny",7749
7750,no,sidewalk,"107-09 71st ave , queens, ny",7750
7751,yes,sidewalk,"1430  watson avenue, bronx, ny",7751
7752,yes,both,"22  west 8th street, manhattan, ny",7752
7753,yes,both,"510 east 11th street, manhattan, ny",7753
7754,no,both,"441 e 187 street, bronx, ny",7754
7755,no,both,"98-05  101 ave , queens, ny",7755
7756,no,sidewalk,"7804 3rd ave, brooklyn, ny",7756
7757,yes,both,"4251  27th street, queens, ny",7757
7758,no,sidewalk,"1280 1st avenue , manhattan, ny",7758
7759,no,both,"71 nassau street , manhattan, ny",7759
7760,yes,sidewalk,"125-127 1st ave, manhattan, ny",7760
7761,yes,both,"126 east 7th street, manhattan, ny",7761
7762,yes,both,"120 east 15th street, manhattan, ny",7762
7763,yes,both,"967 lexington avenue, manhattan, ny",7763
7764,no,both,"1556 white plains road, bronx, ny",7764
7765,yes,both,"172 7th avenue, manhattan, ny",7765
7766,no,sidewalk,"97 court street, brooklyn, ny",7766
7767,yes,both,"3771 broadway, manhattan, ny",7767
7768,no,roadway,"1787 coney island ave, brooklyn, ny",7768
7769,yes,sidewalk,"886 fulton street, brooklyn, ny",7769
7770,yes,roadway,"3543 37th st, queens, ny",7770
7771,yes,sidewalk,"441 east 6th st, manhattan, ny",7771
7772,yes,both,"1002 cortelyou rd, brooklyn, ny",7772
7773,no,both,"21-20 college point boulevard, queens, ny",7773
7774,yes,both,"226 3rd avenue, manhattan, ny",7774
7775,yes,sidewalk,"339 9th street, brooklyn, ny",7775
7776,yes,sidewalk,"533 atlantic avenue, brooklyn, ny",7776
7777,yes,sidewalk,"249 centre street, manhattan, ny",7777
7778,yes,both,"7708 woodside avenue, queens, ny",7778
7779,no,sidewalk,"241  bay ridge ave, brooklyn, ny",7779
7780,no,both,"3435 fulton street , brooklyn, ny",7780
7781,no,sidewalk,"239 lenox av, manhattan, ny",7781
7782,yes,both,"134 mulberry st., manhattan, ny",7782
7783,no,both,"4523 5th avenue, brooklyn, ny",7783
7784,yes,both,"3814 broadway, queens, ny",7784
7785,no,sidewalk,"9102  3rd avenue, brooklyn, ny",7785
7786,yes,sidewalk,"1718 hylan blvd, staten island, ny",7786
7787,no,sidewalk,"1760 2nd avenue, manhattan, ny",7787
7788,yes,sidewalk,"111 east 7th street, manhattan, ny",7788
7789,no,both,"7208 main street, queens, ny",7789
7790,yes,both,"26 e91 st, manhattan, ny",7790
7791,yes,both,"6408 11th ave , brooklyn, ny",7791
7792,no,sidewalk,"185 howard avenue, brooklyn, ny",7792
7793,no,openstreets,"76-23 woodside ave., queens, ny",7793
7794,yes,both,"889 9th ave, manhattan, ny",7794
7795,yes,both,"58 east 161st street , bronx, ny",7795
7796,yes,both,"415  forest ave , staten island, ny",7796
7797,no,sidewalk,"4911  northern blvd., queens, ny",7797
7798,no,both,"3  clinton street, manhattan, ny",7798
7799,no,both,"3917  4th avenue , brooklyn, ny",7799
7800,yes,sidewalk,"2896 broadway, manhattan, ny",7800
7801,yes,both,"200 clinton street, manhattan, ny",7801
7802,yes,sidewalk,"134 1st avenue, manhattan, ny",7802
7803,no,sidewalk,"362 w 45th street, manhattan, ny",7803
7804,yes,both,"8303   3rd ave, brooklyn, ny",7804
7805,yes,sidewalk,"611 hudson st, manhattan, ny",7805
7806,yes,sidewalk,"464 amsterdam, manhattan, ny",7806
7807,no,sidewalk,"4405 30th ave, queens, ny",7807
7808,yes,sidewalk,"415 myrtle avenue, brooklyn, ny",7808
7809,no,both,"1412 nostrand avenue, brooklyn, ny",7809
7810,yes,both,"1480 2 avenue, manhattan, ny",7810
7811,no,both,"18 east broadway, manhattan, ny",7811
7812,yes,both,"733 ninth avenue, manhattan, ny",7812
7813,no,sidewalk,"480 3rd avenue, manhattan, ny",7813
7814,yes,both,"1933  ditmars blvd, queens, ny",7814
7815,yes,sidewalk,"558 11th ave, manhattan, ny",7815
7816,yes,sidewalk,"282  kings highway , brooklyn, ny",7816
7817,no,both,"76  bushwick avenue, brooklyn, ny",7817
7818,no,both,"1505 sheepshead bay rd, brooklyn, ny",7818
7819,yes,roadway,"7020 austin street, queens, ny",7819
7820,no,both,"473 mcdonald ave, brooklyn, ny",7820
7821,no,sidewalk,"3153  broadway, manhattan, ny",7821
7822,no,both,"361 troy avenue, brooklyn, ny",7822
7823,yes,both,"7009 austin street , queens, ny",7823
7824,no,both,"20-22  east 79 street, manhattan, ny",7824
7825,yes,both,"2110 frederick douglass bvld, manhattan, ny",7825
7826,no,sidewalk,"570 8th ave, manhattan, ny",7826
7827,no,sidewalk,"1642 lexington avenue, manhattan, ny",7827
7828,no,both,"30-13  steinway st, queens, ny",7828
7829,no,both,"135 woodpoint rd, brooklyn, ny",7829
7830,yes,sidewalk,"210  7 avenue, brooklyn, ny",7830
7831,yes,both,"386  386 flatbush ave. ext., brooklyn, ny",7831
7832,no,sidewalk,"3223 quentin road, brooklyn, ny",7832
7833,no,sidewalk,"2132  cruger av, bronx, ny",7833
7834,no,both,"27 orchard street, manhattan, ny",7834
7835,no,roadway,"12 west   48 street, manhattan, ny",7835
7836,no,sidewalk,"1831 mott ave, queens, ny",7836
7837,no,openstreets,"471 5th ave, brooklyn, ny",7837
7838,yes,both,"80-18  northern blvd, queens, ny",7838
7839,no,sidewalk,"580 grand st, brooklyn, ny",7839
7840,no,both,"258-03 hillside ave, queens, ny",7840
7841,no,roadway,"273 columbus ave, manhattan, ny",7841
7842,no,sidewalk,"379 3rd avenue, manhattan, ny",7842
7843,no,sidewalk,"17019 hillside ave, queens, ny",7843
7844,yes,roadway,"134 eldridge st, manhattan, ny",7844
7845,yes,both,"965 lexington ave, manhattan, ny",7845
7846,yes,both,"81 university place, manhattan, ny",7846
7847,no,both,"89-20 101 avenue, queens, ny",7847
7848,yes,both,"1361 1st ave, manhattan, ny",7848
7849,no,sidewalk,"29-08  union street, queens, ny",7849
7850,yes,sidewalk,"300 richardson st, brooklyn, ny",7850
7851,yes,both,"818 822 nostrand ave, brooklyn, ny",7851
7852,yes,sidewalk,"87-52 168 street, queens, ny",7852
