,name,address,zipcode,borough,cuisine,phone,critical_flag,latitude,longitude,id
210,new china one,"677 5 avenue, brooklyn, ny",11215.0,brooklyn,chinese,7187881166,not critical,40.661716120899,-73.993018313629,208
211,butter beans (unicef),"322 east   44 street, manhattan, ny",10017.0,manhattan,american,2123267117,critical,40.750802304405,-73.97055959272801,209
212,santa fe grill & bar,"6025 broadway, bronx, ny",10471.0,bronx,mexican,7185695095,critical,40.891439279555,-73.897396177997,210
213,immaculee bakery & restaurant,"1227 nostrand avenue, brooklyn, ny",11225.0,brooklyn,creole,7187787188,not critical,40.657286443353,-73.950259248318,211
214,panda house,"530d conduit boulevard, brooklyn, ny",11208.0,brooklyn,chinese,7182777700,critical,40.676947002319004,-73.869574358566,212
215,cozy coffee,"925b marcy avenue, brooklyn, ny",11216.0,brooklyn,coffee/tea,6462075854,not critical,40.681383858026,-73.946415823671,213
216,packsun,"2160 westchester avenue, bronx, ny",10462.0,bronx,,3477618951,not applicable,40.834094202167,-73.852537015068,214
217,riko peruvian cuisine,"4523 greenpoint ave, queens, ny",11104.0,queens,peruvian,7183615721,critical,40.74194802439,-73.919618949595,215
218,four seasons cuisine,"8202 45th ave, queens, ny",11373.0,queens,chinese,9176210605,not critical,40.741617107084,-73.882767073715,216
219,saints and sinners,"5921 roosevelt ave, queens, ny",11377.0,queens,american,7183963268,not critical,40.745417416102,-73.905247601708,217
220,pqr,"1631 2 avenue, manhattan, ny",10028.0,manhattan,pizza,9174357736,critical,40.776948272526,-73.952426172216,218
221,nanoosh,"173 madison avenue, manhattan, ny",10016.0,manhattan,mediterranean,2124474345,not critical,40.747321758962,-73.983264924965,219
222,nanoosh,"173 madison avenue, manhattan, ny",10016.0,manhattan,mediterranean,2124474345,not critical,40.747321758962,-73.983264924965,220
223,nanoosh,"173 madison avenue, manhattan, ny",10016.0,manhattan,mediterranean,2124474345,not critical,40.747321758962,-73.983264924965,221
224,gregorys coffee,"485 madison avenue, manhattan, ny",10022.0,manhattan,coffee/tea,6469829968,critical,40.758818029666,-73.974876794513,222
225,tre otto,"1410 madison avenue, manhattan, ny",10029.0,manhattan,italian,2128608880,not critical,40.788306451913,-73.95337862044,223
226,verlaine,"110 rivington street, manhattan, ny",10002.0,manhattan,tapas,2126142494,not critical,40.719918603400004,-73.987824549158,224
227,wichcraft,"397 greenwich street, manhattan, ny",10013.0,manhattan,sandwiches,2127800577,not critical,40.720648915224,-74.010075972812,225
228,taqueria cocoyoc,"211 wyckoff avenue, brooklyn, ny",11237.0,brooklyn,mexican,7184974489,not critical,40.702239543651,-73.915905347074,226
229,bricolage,"162 5 avenue, brooklyn, ny",11217.0,brooklyn,southeast asian,7182301835,critical,40.677870254227,-73.979478873356,227
230,the tailor public house,"505 8 avenue, manhattan, ny",10018.0,manhattan,american,2014172596,critical,40.753040093481005,-73.99284989425901,228
231,cadence ii,"122 east    7 street, manhattan, ny",10009.0,manhattan,,2127772017,not applicable,40.726305231192995,-73.98417941084,229
232,golden steamer,"143 mott street, manhattan, ny",10013.0,manhattan,bakery products/desserts,2122261886,critical,40.718681310365,-73.996645049413,230
233,lakay venus restaurant,"637 rogers avenue, brooklyn, ny",11226.0,brooklyn,caribbean,7182874949,critical,40.655909731087,-73.953024598008,231
234,la bella vita,"163 mulberry street, manhattan, ny",10013.0,manhattan,italian,2127758484,not critical,40.719746293725,-73.99714283495999,232
235,yun's best kitchen,"4570 kissena blvd, queens, ny",11355.0,queens,chinese,6465933399,not critical,40.750773593716005,-73.819304354815,233
236,ora di pasta,"1 west   58 street, manhattan, ny",10019.0,manhattan,italian,6467553013,critical,40.764085135107,-73.974488536197,234
237,anarkali indian food,"1125 church avenue, brooklyn, ny",11218.0,brooklyn,indian,7182822200,critical,40.647101686243,-73.969030758504,235
238,ming garden chinese,"7068 kissena blvd, queens, ny",11367.0,queens,chinese,7185206706,not critical,40.730203054244,-73.815081133891,236
239,great jones juice bar,"29 great jones street, manhattan, ny",10012.0,manhattan,"juice, smoothies, fruit salads",2125053185,critical,40.726981323362004,-73.99303670515,237
240,beijing,"551 woodward avenue, queens, ny",11385.0,queens,chinese,7183864588,critical,40.706969162831,-73.909201456932,238
241,franchia,"12 park avenue, manhattan, ny",10016.0,manhattan,vegetarian,2122131001,not critical,40.747412001006,-73.981106698925,239
242,36 cafe corp,"1257 36 street, brooklyn, ny",11218.0,brooklyn,mexican,6466269369,not critical,40.642754461932,-73.985384800302,240
243,1 darbar,"152 east   46 street, manhattan, ny",10017.0,manhattan,indian,2126814500,not critical,40.75369875013,-73.973528825467,241
244,the coffee club,"9526 4 avenue, brooklyn, ny",11209.0,brooklyn,coffee/tea,7185673953,not critical,40.615596980304,-74.031285941951,242
245,i.o. cafe,"793 fairview avenue, queens, ny",11385.0,queens,polish,7184561207,critical,40.704704666706,-73.902445566311,243
246,churutto ramen & poke,"1534 3 avenue, manhattan, ny",10028.0,manhattan,japanese,2128288809,not critical,40.779026630323,-73.953843708769,244
247,bluestone lane,"19 kenmare street, manhattan, ny",10012.0,manhattan,australian,6463218563,critical,40.720533954323,-73.994682435308,245
248,amor cubano,"2018 3 avenue, manhattan, ny",10029.0,manhattan,latin american,2129961220,not critical,40.794661070654996,-73.942427370666,246
249,cooler runnings jamaican restaurant,"1802 nereid avenue, bronx, ny",10466.0,bronx,caribbean,7183247484,critical,40.898304301170995,-73.850292379808,247
250,earth food,"20509 hollis ave, queens, ny",11412.0,queens,,9178051504,not applicable,40.707015412933,-73.752584872501,248
251,el sazon de olga restaurant,"1017 castle hill avenue, bronx, ny",10472.0,bronx,latin american,3476570955,critical,40.82799227235,-73.850133206865,249
252,grandma's original pizzeria,"6918 3 avenue, brooklyn, ny",11209.0,brooklyn,pizza,7188334646,not critical,40.63549246291,-74.02614307328399,250
253,ronald pitusa bakery,"1812 white plains road, bronx, ny",10462.0,bronx,bakery products/desserts,7188286917,critical,40.845754232649,-73.86630360352,251
254,new york comedy club,"241 east   24 street, manhattan, ny",10010.0,manhattan,american,2126965233,not critical,40.738785189454,-73.98096842049699,252
255,wo kai chinese restaurant,"1391 webster avenue, bronx, ny",10456.0,bronx,chinese,7189921842,critical,40.83606194573,-73.90750677340701,253
256,taste & sabor restaurant,"318 west  231 street, bronx, ny",10463.0,bronx,fusion,7187087777,not critical,40.881106892253,-73.908948255927,254
257,key bar,"432 east   13 street, manhattan, ny",10009.0,manhattan,american,2124783021,critical,40.73028760212,-73.982237301472,255
258,mashallah grill,"2004 bath avenue, brooklyn, ny",11214.0,brooklyn,middle eastern,7188750631,not critical,40.601300912046,-74.001364819603,256
259,gem,"110 forsyth street, manhattan, ny",10002.0,manhattan,american,9174733223,critical,40.718963828349,-73.992546927512,257
260,bedlam,"40 avenue c, manhattan, ny",10009.0,manhattan,american,2122281049,not critical,40.721863624186,-73.98045377018501,258
261,taco bell cantina,"491 nostrand avenue, brooklyn, ny",11216.0,brooklyn,tex-mex,7184844279,critical,40.680556373805,-73.949585641291,259
262,henry's,"718 5 avenue, brooklyn, ny",11215.0,brooklyn,,9176602217,not applicable,40.660423405673,-73.994391691969,260
263,subway,"1269 1 avenue, manhattan, ny",10065.0,manhattan,sandwiches,2126286358,not critical,40.765499211457,-73.957690570834,261
264,pret a manger,"787 seventh avenue, manhattan, ny",10019.0,manhattan,soups/salads/sandwiches,2122622328,critical,40.761948488597,-73.982622296463,262
265,bonchon,"4537 bell boulevard, queens, ny",11361.0,queens,korean,7182251010,critical,40.75924653805,-73.76875645899399,263
266,halftime grill,"2112 flatbush avenue, brooklyn, ny",11234.0,brooklyn,jewish/kosher,7187596688,not critical,40.618378143797,-73.932242169465,264
268,tap-a-keg,"2731 broadway, manhattan, ny",10025.0,manhattan,american,2127491734,critical,40.800190758375,-73.968081567887,265
269,fever tropical cuisine,"4164a white plains road, bronx, ny",10466.0,bronx,caribbean,3476025775,not critical,40.892489606156,-73.857861329409,266
270,black star bakery & cafe,"210 50th ave, queens, ny",11101.0,queens,coffee/tea,7184339189,critical,40.743478150451004,-73.958097970834,267
271,taqueria los jarritos,"121a nagle avenue, manhattan, ny",10040.0,manhattan,spanish,2127402496,not critical,40.860745675104,-73.927023373399,268
272,kings county cafeteria,"8268 164th st, queens, ny",11432.0,queens,american,7189266224,not critical,40.717242076559,-73.803432850281,269
273,jiang china king,"1759 lexington avenue, manhattan, ny",10029.0,manhattan,chinese,2124102838,not critical,40.794220339992,-73.944818621643,270
274,sam's restaurant,"596 grand concourse, bronx, ny",10451.0,bronx,soul food,7186655341,critical,40.819744610285,-73.92673972882599,271
275,westville bakery,"433 east    9 street, manhattan, ny",10009.0,manhattan,coffee/tea,3476187222,critical,40.727510051844,-73.983251879636,272
276,shanghai mong,"30 west   32 street, manhattan, ny",10001.0,manhattan,korean,2126296450,not critical,40.74775590996,-73.98695326895,273
277,quijote,"3106 36 avenue, queens, ny",11106.0,queens,latin american,9293076007,critical,40.756496334061,-73.929603336335,274
278,amici ristorante,"165 mulberry street, manhattan, ny",10013.0,manhattan,italian,3474696696,critical,40.719828635939,-73.997110363591,275
279,east meets west chinese restaurant,"161-30 cross bay boulevard, queens, ny",11414.0,queens,chinese,7183230600,critical,40.655213242195,-73.838907042825,276
280,cafe rochelle,"940 manhattan avenue, brooklyn, ny",11222.0,brooklyn,coffee/tea,7183492700,critical,40.731366858083,-73.95444332995599,277
281,mulata grill,"180 irving avenue, brooklyn, ny",11237.0,brooklyn,peruvian,7184430787,critical,40.701753355061996,-73.919216780965,278
282,delicias calenas #4,"9418 sutphin blvd, queens, ny",11435.0,queens,spanish,7182062262,not critical,40.698835881305,-73.806826859469,279
283,subway,"3401 francis lewis blvd, queens, ny",11358.0,queens,sandwiches,7183591700,critical,40.765945241321,-73.789487318599,280
284,baro,"34 west   32 street, manhattan, ny",10001.0,manhattan,korean,2127360029,critical,40.747819056202005,-73.98710122790101,281
285,j & m kellys jamaican & american restaurant,"11823 guy r brewer blvd, queens, ny",11434.0,queens,caribbean,7187495406,critical,40.683119285589,-73.782329567189,282
286,el patio mexicano restaurant,"3764 broadway, manhattan, ny",10032.0,manhattan,mexican,2129399797,critical,40.833717357284996,-73.945114587014,283
287,the wolfhound,"3814 30th ave, queens, ny",11103.0,queens,american,7182042111,not critical,40.764194224344,-73.915667982156,284
288,city college: marshak,"160 convent avenue, manhattan, ny",10031.0,manhattan,coffee/tea,9172137646,not critical,40.819189024738,-73.950220866357,285
289,white castle,"931 westchester avenue, bronx, ny",10459.0,bronx,hamburgers,7185422101,not critical,40.821860285623,-73.897377416365,286
290,niuddo,"41-42 main street, queens, ny",11355.0,queens,chinese,9176752891,not critical,40.757087646533996,-73.828971634313,287
291,our village roti shop,"21161 jamaica avenue, queens, ny",11428.0,queens,caribbean,7187401011,critical,40.715524420692,-73.747632784431,288
292,marios homemade cuisine,"699 east  187 street, bronx, ny",10458.0,bronx,pizza,7182952600,critical,40.854183889743,-73.88455607136599,289
293,los hermanos salazar restaurant,"645 courtlandt avenue, bronx, ny",10451.0,bronx,mexican,9174718320,critical,40.818888183423,-73.91849236021301,290
294,home garden,"1806 crotona avenue, bronx, ny",10457.0,bronx,chinese,7189013688,not critical,40.842963670736,-73.89334738398,291
295,hop lee kitchen,"992 manhattan avenue, brooklyn, ny",11222.0,brooklyn,chinese,7183894756,critical,40.732873832445,-73.954691264639,292
296,212 steakhouse,"316 east   53 street, manhattan, ny",10022.0,manhattan,steakhouse,2128580646,critical,40.756482854135,-73.966532447413,293
297,mad dog & beans,"83 pearl street, manhattan, ny",10004.0,manhattan,mexican,2122691177,not critical,40.704048544616,-74.010152800983,294
298,famous pizza park,"263 avenue u, brooklyn, ny",11223.0,brooklyn,pizza,7183721709,critical,40.596848764191996,-73.974426648627,295
299,bonafide cafe & deli,"118 kane street, brooklyn, ny",11231.0,brooklyn,sandwiches,5164676286,not critical,40.687091788582,-73.999426684455,296
300,falafel off the korner,"1675 east    2 street, brooklyn, ny",11223.0,brooklyn,jewish/kosher,7186274122,not critical,40.60849702708,-73.971821888576,297
301,subway,"3419 broadway, manhattan, ny",10031.0,manhattan,sandwiches,6465481210,not critical,40.822547135229,-73.953293115451,298
302,k-show,"13620 38th ave, queens, ny",11354.0,queens,chinese,7183211666,critical,40.760954215526,-73.83027923695501,299
303,marie's,"5 hyatt street, staten island, ny",10301.0,staten island,italian,7184425100,not critical,40.64217258657,-74.076610226599,300
304,marie's,"5 hyatt street, staten island, ny",10301.0,staten island,italian,7184425100,not critical,40.64217258657,-74.076610226599,301
305,mercer kitchen,"99 prince street, manhattan, ny",10012.0,manhattan,american,2129665454,not critical,40.724802185202996,-73.998921265899,302
306,mercer kitchen,"99 prince street, manhattan, ny",10012.0,manhattan,american,2129665454,not critical,40.724802185202996,-73.998921265899,303
307,oxford cafe,"109 east   59 street, manhattan, ny",10022.0,manhattan,sandwiches,2127501060,not critical,40.762675786745,-73.969236723102,304
308,l.q. palace (ktv karaoke),"4116 fuller pl, queens, ny",11355.0,queens,chinese,2123003888,critical,40.755095821061,-73.835195867879,305
309,new sushi tatsu,"609 franklin avenue, brooklyn, ny",11238.0,brooklyn,japanese,7183988828,not critical,40.677682268251,-73.955424718804,306
310,3 sisters' & shanta's restaurant & bakery,"10704 liberty avenue, queens, ny",11417.0,queens,caribbean,7188453570,critical,40.683340880302,-73.834432836143,307
311,carvel,"189 beach  116 street, queens, ny",11694.0,queens,frozen desserts,7189455877,critical,40.579426905018,-73.836995383062,308
312,frame,"552 7 avenue, manhattan, ny",10018.0,manhattan,sandwiches,2127190111,critical,40.754508142782996,-73.988070862027,309
313,dunkin,"2605 francis lewis boulevard, queens, ny",11358.0,queens,donuts,7182253040,critical,40.772625268685005,-73.79515252824099,310
314,"dunkin',' baskin robbins","1225 1 avenue, manhattan, ny",10065.0,manhattan,donuts,2127345465,critical,40.764129940695,-73.958687788924,311
316,salem jamaican restaurant,"751b east gun hill road, bronx, ny",10467.0,bronx,caribbean,7186762575,critical,40.876596781574,-73.863952368383,312
317,oramen,"579 avenue of the americas, manhattan, ny",10011.0,manhattan,japanese,6469985754,critical,40.738871776828,-73.995745494627,313
318,maharaja quality sweets,"7310 37 avenue, queens, ny",11372.0,queens,indian,7185052680,critical,40.748870067683,-73.892495269925,314
319,keur coumba restaurant,"125 west  116 street, manhattan, ny",10026.0,manhattan,african,2128663900,critical,40.802413304771,-73.950601887246,315
320,hot space szechwan restaurant,"774 51 street, brooklyn, ny",11220.0,brooklyn,chinese,7189808801,not critical,40.640875116136996,-74.004853579218,316
321,moon & flower house,"4026 union st, queens, ny",11354.0,queens,sandwiches,7188867885,not critical,40.759732146684996,-73.826178119625,317
322,pennylane coffee,"305 east   45 street, manhattan, ny",10017.0,manhattan,coffee/tea,9177975133,not critical,40.751576281339,-73.970382395507,318
